uf;cod;municipio;qtd_2004;vlr_2004;qtd_2005;vlr_2005;qtd_2006;vlr_2006;qtd_2007;vlr_2007;qtd_2008;vlr_2008;qtd_2009;vlr_2009;qtd_2010;vlr_2010
PR;411350;LOANDA;547;182094;1121;455714;1089;585166.00;855;613971;864;583682.00;1006;672803.00;925;747795.00
PR;411360;LOBATO;109;30351;182;75275;175;96279.00;147;93253;107;94496.00;176;120348.00;167;128628.00
PB;250855;LOGRADOURO;428;306740;468;374354;555;418999.00;539;466316;499;533596.00;492;562215.00;527;603439.00
PR;411370;LONDRINA;7688;3973534;13884;6265899;13670;8023597.00;12647;8619333;11796;9093781.00;14265;12404168.00;13512;13240477.00
MG;313865;LONTRA;493;345583;842;531820;1022;824588.00;1020;968621;982;1065004.00;944;1160087.00;1070;1303872.00
SC;420990;LONTRAS;159;68142;232;118222;182;103210.00;162;103469;145;107984.00;162;130601.00;158;140043.00
SP;352720;LORENA;1510;645468;2655;1458409;3389;2181749.00;3110;2655161;2734;2828468.00;3201;3218140.00;3319;3924590.00
MA;210610;LORETO;707;325155;733;622566;1415;885499.00;1496;1320216;1473;1605441.00;1411;1740073.00;1598;2050950.00
SP;352725;LOURDES;83;20774;100;53999;97;54085.00;104;49544;78;51964.00;83;69945.00;87;76999.00
SP;352730;LOUVEIRA;230;66187;331;149333;545;285468.00;451;346057;378;407948.00;717;546665.00;642;620393.00
MT;510525;LUCAS DO RIO VERDE;335;177730;406;232994;441;304651.00;499;326673;413;344828.00;1060;701826.00;1086;1053238.00
SP;352740;LUCÉLIA;890;344730;1108;654876;1043;697153.00;983;712113;818;765704.00;846;821529.00;826;812938.00
PB;250860;LUCENA;732;390743;1258;736454;1403;1081856.00;1292;1141110;1370;1341011.00;1496;1578175.00;1526;1802164.00
SP;352750;LUCIANÓPOLIS;99;47793;146;73818;174;90338.00;162;92851;138;105898.00;164;122211.00;131;120388.00
MT;510530;LUCIÁRA;64;48102;210;110889;242;178324.00;221;191374;225;215642.00;292;252733.00;271;274810.00
RN;240690;LUCRÉCIA;392;322299;417;316052;518;381204.00;445;388342;410;421064.00;446;492373.00;520;582197.00
SP;352760;LUÍS ANTÔNIO;88;17983;91;74230;225;120825.00;205;156889;166;170742.00;325;247279.00;406;388848.00
MG;313867;LUISBURGO;374;184657;450;317332;417;338429.00;399;362375;445;479776.00;529;557509.00;543;648653.00
PI;220570;LUÍS CORREIA;1452;884659;2062;1324533;2170;1720155.00;3231;2427829;3557;3575044.00;4415;4430095.00;4262;5314577.00
MA;210620;LUÍS DOMINGUES;411;372198;510;399764;841;647049.00;839;812355;799;938126.00;1112;1145969.00;1150;1457856.00
BA;291955;LUÍS EDUARDO MAGALHÃES;692;462613;1589;805405;1817;1443326.00;1921;1729939;1838;2053559.00;3815;3572715.00;3656;4626712.00
RN;240700;LUÍS GOMES;950;825042;1190;857120;1428;1060348.00;1408;1217371;1358;1420853.00;1441;1534068.00;1540;1875768.00
MG;313868;LUISLÂNDIA;409;343521;539;386251;617;498661.00;595;537902;530;605433.00;750;705850.00;799;943757.00
SC;421000;LUIZ ALVES;102;33476;124;51424;95;54366.00;103;54845;96;60686.00;130;83265.00;147;111774.00
PR;411373;LUIZIANA;406;192578;665;384143;643;425588.00;560;388181;455;411486.00;478;452043.00;549;497697.00
SP;352770;LUIZIÂNIA;231;78040;284;139859;297;138956.00;317;151002;190;153798.00;212;153632.00;257;199936.00
MG;313870;LUMINÁRIAS;260;95979;421;215058;465;255672.00;410;260796;332;265350.00;412;326236.00;446;364683.00
PR;411375;LUNARDELLI;247;101543;456;235498;493;318719.00;452;335509;357;345775.00;405;413023.00;426;457869.00
SP;352780;LUPÉRCIO;147;42082;219;112283;273;139268.00;230;139293;168;141006.00;192;154030.00;208;179654.00
PR;411380;LUPIONÓPOLIS;258;73690;267;145016;321;165875.00;274;175974;231;195412.00;277;222956.00;269;251222.00
SP;352790;LUTÉCIA;125;53468;168;91422;196;112297.00;189;110946;140;115532.00;138;115097.00;111;108603.00
MG;313880;LUZ;713;204323;1019;478454;943;470114.00;999;613050;891;773375.00;1057;868527.00;1146;1068402.00
SC;421003;LUZERNA;94;33674;112;59235;118;62238.00;94;64450;85;62802.00;97;70818.00;81;70507.00
GO;521250;LUZIÂNIA;3723;1903411;4421;3304348;7771;4840807.00;7395;6028344;6811;7084295.00;11256;9534616.00;13127;12069472.00
PI;220580;LUZILÂNDIA;1930;1547315;2615;1902790;3456;2615453.00;3439;3053399;3202;3506778.00;3769;3987672.00;3786;4661756.00
TO;171245;LUZINÓPOLIS;140;105726;199;136301;233;193554.00;214;209258;221;230754.00;354;326720.00;355;418606.00
RJ;330240;MACAÉ;1294;773665;1488;956058;3662;1578233.00;4277;2946189;4077;3639141.00;7778;5513112.00;7702;6718492.00
RN;240710;MACAÍBA;3884;2865304;5069;3388021;6998;4495898.00;6720;5243486;6187;6138456.00;7541;7379325.00;8167;9576778.00
BA;291960;MACAJUBA;1541;1161240;1677;1333571;1925;1488561.00;1899;1682522;1638;1873264.00;1788;2103005.00;1768;2215178.00
RS;431171;MAÇAMBARA;97;46510;164;85771;323;173096.00;327;215965;336;269576.00;465;348474.00;480;397995.00
SE;280370;MACAMBIRA;592;294546;732;499082;852;632473.00;857;733801;823;858656.00;894;916875.00;940;1106115.00
AP;160030;MACAPÁ;3871;2491766;4444;3278960;10057;4967830.00;18388;12352512;18859;20948947.00;20839;24908665.00;20680;28330387.00
PE;260900;MACAPARANA;1514;818403;2133;1271011;2944;1889774.00;2988;2529191;2983;3160451.00;3230;3782628.00;3278;4047056.00
BA;291970;MACARANI;1262;702467;1704;1248513;2145;1651771.00;2068;1834467;1999;2145698.00;2311;2380855.00;2422;2854088.00
SP;352800;MACATUBA;338;213363;422;268126;510;289556.00;450;300636;302;288372.00;295;246521.00;274;253507.00
RN;240720;MACAU;2010;1225363;2657;1642264;2852;2009646.00;3081;2317523;2878;2772338.00;2549;2784011.00;2899;3077519.00
SP;352810;MACAUBAL;152;38634;163;89622;237;119178.00;231;163110;149;151812.00;192;194680.00;220;257841.00
BA;291980;MACAÚBAS;4401;3708610;5441;3972820;6000;4866460.00;5706;5401548;5478;6115516.00;6258;6907039.00;6437;8086219.00
SP;352820;MACEDÔNIA;135;48142;151;79985;190;75670.00;188;85057;136;85540.00;145;89160.00;151;103849.00
AL;270430;MACEIÓ;37174;20668308;38660;27487885;61571;35063520.00;67204;43962841;67343;58173079.00;79849;73830253.00;82835;87241468.00
MG;313890;MACHACALIS;773;491167;867;692984;961;768186.00;944;837457;891;928920.00;875;993221.00;892;1048971.00
RS;431170;MACHADINHO;250;113139;430;222768;391;251726.00;354;272744;307;295920.00;233;237556.00;260;228650.00
RO;110013;MACHADINHO D´OESTE;478;133131;787;507488;2286;1516736.00;1970;1948975;1942;2189974.00;2820;3046247.00;2551;3417296.00
MG;313900;MACHADO;570;351625;1129;571168;1467;862134.00;1438;1072950;1286;1250058.00;2151;1540359.00;2137;1970683.00
PE;260910;MACHADOS;948;475720;1319;823831;1609;1187287.00;1612;1480628;1560;1739720.00;1629;1853044.00;1609;2033705.00
SC;421005;MACIEIRA;72;26196;87;59976;107;63818.00;98;65883;77;63974.00;74;61160.00;88;74572.00
RJ;330245;MACUCO;16;14895;92;21449;256;99161.00;261;183989;249;230126.00;309;250571.00;346;354214.00
BA;291990;MACURURÉ;891;696389;990;801396;1072;870244.00;1051;969775;995;1099140.00;1138;1202205.00;1247;1505710.00
CE;230763;MADALENA;1790;1399165;1966;1635049;2319;1944536.00;2221;2101188;1933;2279499.00;2443;2742929.00;2780;3393628.00
PI;220585;MADEIRO;508;453997;651;489771;852;661780.00;846;798958;833;977052.00;1161;1226106.00;1213;1494103.00
BA;291992;MADRE DE DEUS;684;431535;848;588412;1083;776310.00;1024;890970;975;1009330.00;1497;1286676.00;1656;1821912.00
MG;313910;MADRE DE DEUS DE MINAS;203;115800;225;190682;401;197205.00;405;269438;364;292612.00;398;351969.00;400;395255.00
PB;250870;MÃE D´ÁGUA;488;409667;540;411829;655;487548.00;605;536549;601;621372.00;553;646268.00;580;694600.00
PA;150405;MÃE DO RIO;1982;1723431;2788;1968421;3399;2636879.00;3265;3043675;3129;3468119.00;3051;3775580.00;2998;3909831.00
BA;291995;MAETINGA;1025;552601;1075;890661;1106;886013.00;1137;941971;1217;1144023.00;1221;1361464.00;1209;1445185.00
SC;421010;MAFRA;1049;612522;1711;844709;1703;1189683.00;1908;1419289;1548;1490887.00;2157;1661769.00;1885;2021330.00
PA;150410;MAGALHÃES BARATA;497;159424;760;620066;1106;915787.00;1095;1097601;1063;1285246.00;1079;1428263.00;1036;1397104.00
MA;210630;MAGALHÃES DE ALMEIDA;1755;946168;1747;1539284;2269;1829430.00;2267;2114622;2254;2458582.00;2258;2639483.00;2284;3090224.00
SP;352830;MAGDA;2;1215;17;7585;74;25957.00;67;34663;145;59504.00;138;108096.00;150;132174.00
RJ;330250;MAGÉ;5311;2877500;10772;6490734;12106;9181010.00;11641;10407471;10548;11471372.00;16313;16371748.00;17566;21803577.00
BA;292000;MAIQUINIQUE;69;50223;343;92243;972;512765.00;1109;780428;1034;930870.00;1166;1136713.00;1179;1245732.00
BA;292010;MAIRI;1821;1219893;2149;1608545;2518;1931894.00;3100;2508983;2967;3135088.00;3067;3528935.00;3074;3784060.00
SP;352840;MAIRINQUE;91;62739;375;177308;837;406678.00;1054;696734;1017;909114.00;1059;1066705.00;1433;1299592.00
SP;352850;MAIRIPORÃ;1495;754625;2149;1424273;2510;1856568.00;2332;2081161;2081;2254833.00;4489;3163438.00;4279;4057488.00
GO;521260;MAIRIPOTABA;170;57743;208;115125;228;130110.00;188;139292;170;149432.00;179;163498.00;172;182943.00
SC;421020;MAJOR GERCINO;115;51694;136;61124;180;81502.00;142;92502;130;93104.00;127;105833.00;152;141645.00
AL;270440;MAJOR ISIDORO;2160;1262878;2753;2032543;2838;2328529.00;2818;2502583;2888;3067298.00;3019;3531148.00;3186;3787984.00
RN;240725;MAJOR SALES;394;325433;409;329962;506;366949.00;496;424632;474;491384.00;429;500951.00;493;590807.00
SC;421030;MAJOR VIEIRA;203;114733;445;241498;475;354104.00;473;388515;435;408718.00;465;446917.00;488;528152.00
MG;313920;MALACACHETA;1910;1192660;2122;1670237;2460;1906314.00;2466;2052109;2309;2331418.00;1999;2370175.00;2012;2530674.00
BA;292020;MALHADA;1290;1023724;1586;1138525;2144;1656719.00;2171;1983315;2199;2378189.00;2172;2591249.00;2509;3130475.00
BA;292030;MALHADA DE PEDRAS;753;459937;889;706874;1192;907192.00;1156;1017220;1174;1164294.00;1165;1294908.00;1247;1438407.00
SE;280380;MALHADA DOS BOIS;123;121071;158;127027;355;214194.00;372;321571;417;401270.00;473;489114.00;492;550415.00
SE;280390;MALHADOR;988;556114;1433;964182;1557;1256096.00;1583;1437477;1521;1635987.00;1682;1829561.00;1764;2122126.00
PR;411390;MALLET;270;98178;338;177009;645;289706.00;697;408916;630;524752.00;717;630890.00;810;754811.00
PB;250880;MALTA;622;405023;658;518314;797;595810.00;853;720095;834;844762.00;752;872111.00;711;875552.00
PB;250890;MAMANGUAPE;2353;1534501;3090;2057667;4680;3096588.00;5153;4176698;4926;4934299.00;4938;5265393.00;5260;6107865.00
GO;521270;MAMBAÍ;93;28415;162;101482;394;212091.00;409;331799;440;453027.00;661;659123.00;777;977902.00
PR;411400;MAMBORÊ;964;306018;1234;716172;1075;726685.00;1020;779077;642;707454.00;676;621538.00;724;665403.00
MG;313925;MAMONAS;672;491903;767;577520;878;627312.00;816;706693;832;796851.00;807;880302.00;805;911916.00
RS;431173;MAMPITUBA;28;17265;218;85145;197;154894.00;221;186779;208;218888.00;265;263117.00;291;309341.00
AM;130250;MANACAPURU;4193;2350334;5776;4261636;7546;6608582.00;7387;7728617;7233;9045011.00;8333;10527908.00;8165;11522797.00
PB;250900;MANAÍRA;1237;1004329;1432;1168390;1758;1399348.00;1643;1554548;1588;1722652.00;1565;1851371.00;1736;2170226.00
AM;130255;MANAQUIRI;37;34485;204;52470;1357;944489.00;1370;1329873;1454;1609214.00;1980;2180111.00;2335;3065385.00
PE;260915;MANARI;1070;747707;1902;1214638;2505;1955788.00;2498;2264317;2389;2673664.00;2992;3234024.00;3088;3846907.00
AM;130260;MANAUS;36447;22595474;55632;35595525;81021;54659204.00;81212;65107752;83386;80893879.00;96969;101414538.00;101693;120945595.00
AC;120033;MÂNCIO LIMA;998;725835;1018;882293;1717;1297558.00;1848;1694734;1771;2090787.00;1768;2252299.00;1682;2289309.00
PR;411410;MANDAGUAÇU;644;292391;912;449198;890;526483.00;732;547790;713;606968.00;834;700377.00;870;769026.00
PR;411420;MANDAGUARI;1572;400951;1942;1022050;1723;994867.00;1563;1070288;1095;1125274.00;1592;1299502.00;1632;1332498.00
PR;411430;MANDIRITUBA;869;444077;1188;650744;1250;944304.00;1136;1019658;925;1046241.00;1510;1347292.00;1440;1718372.00
SP;352860;MANDURI;287;110267;364;193664;472;269852.00;413;290143;279;296366.00;348;297004.00;320;306625.00
PR;411435;MANFRINÓPOLIS;188;93475;248;187520;338;257178.00;301;287983;291;284276.00;293;284307.00;287;294900.00
MG;313930;MANGA;998;595219;1517;1079164;2132;1638245.00;2132;1945392;1953;2262278.00;2265;2529228.00;2586;3267910.00
RJ;330260;MANGARATIBA;289;161785;712;313336;993;617142.00;1036;782675;920;965434.00;2027;1526995.00;1853;2138462.00
PR;411440;MANGUEIRINHA;941;426698;1440;805792;1396;950492.00;1312;1011298;1273;1145960.00;1205;1360322.00;1389;1684279.00
MG;313940;MANHUAÇU;2402;1582591;3742;2149467;3955;2700787.00;3414;2428229;2599;2246838.00;3004;2430824.00;3952;3202025.00
MG;313950;MANHUMIRIM;1021;666404;1422;785283;1749;1071185.00;1457;1148685;1361;1249740.00;1573;1392420.00;1591;1780007.00
AM;130270;MANICORÉ;2216;1076541;2518;2011162;3076;2396947.00;3550;3258259;4289;4623880.00;4437;5591893.00;4414;5899379.00
PI;220590;MANOEL EMÍDIO;629;568821;641;563804;836;653399.00;809;730833;746;811598.00;791;862471.00;810;975997.00
PR;411450;MANOEL RIBAS;589;284340;859;553554;959;765810.00;962;857641;894;995110.00;1080;1176917.00;1097;1380105.00
AC;120034;MANOEL URBANO;582;413000;636;551875;691;588159.00;707;665084;687;809187.00;876;939275.00;904;1188510.00
RS;431175;MANOEL VIANA;231;59354;245;155108;425;237464.00;658;453378;645;575388.00;651;667074.00;672;714591.00
BA;292040;MANOEL VITORINO;1796;1322320;2267;1542643;2542;1925008.00;2473;2182919;2160;2366929.00;2103;2435178.00;2204;2656291.00
BA;292045;MANSIDÃO;349;204127;402;335887;1181;734564.00;1362;1174419;1449;1674786.00;1664;1919572.00;1778;2353737.00
MG;313960;MANTENA;1277;552764;1476;934471;1612;962090.00;1568;1005129;1666;1229907.00;1988;1389320.00;2032;1730760.00
ES;320330;MANTENÓPOLIS;976;348310;1241;808718;1378;1015450.00;1432;1250201;1352;1472002.00;1433;1549208.00;1436;1613976.00
RS;431177;MAQUINÉ;390;134197;436;341558;490;362954.00;460;385096;388;422768.00;561;499628.00;508;552184.00
AM;130280;MARAÃ;1130;780230;1205;1087496;1299;1174487.00;1511;1422573;1617;1827811.00;1833;2212000.00;1850;2522371.00
PA;150420;MARABÁ;4629;2563988;6975;4643035;9298;6028683.00;8946;7174725;10201;9515829.00;12419;13088106.00;15272;16911814.00
SP;352870;MARABÁ PAULISTA;172;47846;216;106804;327;141707.00;326;208896;251;220466.00;280;233726.00;300;290153.00
MA;210632;MARACAÇUMÉ;884;464973;1401;966370;1868;1552431.00;1884;1836394;1911;2242510.00;2678;2864665.00;2838;3818488.00
SP;352880;MARACAÍ;418;153119;536;281981;589;314165.00;553;370660;357;368224.00;468;427637.00;535;505570.00
SC;421040;MARACAJÁ;118;41176;201;70260;224;101230.00;216;110536;156;110664.00;233;161235.00;195;202938.00
MS;500540;MARACAJU;238;213645;883;467065;1607;918267.00;1333;1118980;1095;1179642.00;1570;1574094.00;1632;1829884.00
PA;150430;MARACANÃ;308;290145;336;296823;2216;1241307.00;3411;3059950;3430;3966049.00;3402;4325998.00;3458;4722390.00
CE;230765;MARACANAÚ;9794;5537049;15702;8376086;20101;13291741.00;19127;15732582;17033;16875319.00;20646;19371116.00;21465;23727313.00
BA;292050;MARACÁS;3201;2335959;3614;2764029;3626;2933233.00;3597;3085379;3481;3653508.00;3831;4167273.00;4028;4491945.00
AL;270450;MARAGOGI;1958;1199942;2643;1810387;3161;2400950.00;3183;2823906;3059;3350428.00;4022;4075824.00;4259;4952667.00
BA;292060;MARAGOGIPE;3093;1900521;3922;2865049;4678;3660569.00;5119;4675625;5112;5661934.00;6445;6456328.00;6608;8084598.00
PE;260920;MARAIAL;586;372918;668;501726;1878;1140850.00;1726;1534772;1800;1817149.00;1921;2110730.00;2129;2448078.00
MA;210635;MARAJÁ DO SENA;83;52510;287;145223;817;560456.00;823;794082;791;906742.00;827;1047413.00;1137;1447489.00
CE;230770;MARANGUAPE;6923;4627580;8521;5449414;9841;6532542.00;10283;7692921;9913;9555751.00;13300;12511012.00;14703;16208269.00
MA;210637;MARANHÃOZINHO;994;597421;1174;868532;1278;997681.00;1240;1114935;1295;1362030.00;1590;1729347.00;1700;2142371.00
PA;150440;MARAPANIM;555;490893;571;492993;1883;991004.00;2608;2283032;3077;3609326.00;3117;3876370.00;3281;4344719.00
SP;352885;MARAPOAMA;59;14578;77;31269;108;48490.00;105;59866;93;71476.00;94;78120.00;105;91307.00
GO;521280;MARA ROSA;207;63934;236;168303;718;303726.00;729;434617;856;629894.00;994;837575.00;1057;1035167.00
RS;431179;MARATÁ;17;6120;40;14405;35;22744.00;34;25502;36;30854.00;42;39070.00;54;48605.00
ES;320332;MARATAÍZES;1956;584682;2894;1655690;3097;2130997.00;3027;2432386;2499;2579265.00;3037;2788365.00;2916;3096908.00
RS;431180;MARAU;424;212560;737;335833;794;538782.00;835;627881;668;701886.00;1224;872562.00;800;966459.00
BA;292070;MARAÚ;65;12845;753;168002;2090;1180215.00;2464;2339506;2477;2899702.00;3074;3337095.00;3057;3930216.00
AL;270460;MARAVILHA;1494;753439;1757;1371799;2007;1581343.00;1923;1695600;2084;1990296.00;1980;2225701.00;2006;2429390.00
SC;421050;MARAVILHA;339;156547;434;269807;496;308457.00;451;293563;384;329926.00;485;368854.00;631;568906.00
MG;313970;MARAVILHAS;247;107679;420;250033;474;333567.00;482;391547;398;418970.00;495;438261.00;529;603014.00
PB;250905;MARCAÇÃO;602;297809;685;556088;1038;760050.00;1204;991878;1186;1242357.00;1327;1428164.00;1388;1636640.00
MT;510558;MARCELÂNDIA;324;194491;409;219157;408;265038.00;415;266354;356;282528.00;829;593451.00;766;784249.00
RS;431190;MARCELINO RAMOS;249;120679;364;218889;344;235408.00;289;212146;238;205720.00;244;221091.00;267;252797.00
RN;240730;MARCELINO VIEIRA;875;341296;1086;744211;1315;976549.00;1357;1138428;1448;1399254.00;1394;1560106.00;1374;1613305.00
BA;292080;MARCIONÍLIO SOUZA;1081;872033;1413;985964;1688;1288754.00;1713;1499952;1687;1838980.00;1608;1955822.00;1678;2054415.00
CE;230780;MARCO;1421;1255080;2331;1650426;2945;2509913.00;2751;2759911;2643;3184352.00;2962;3606441.00;3485;4570381.00
PI;220595;MARCOLÂNDIA;573;408370;795;525556;1046;810854.00;1056;967597;1049;1140040.00;1270;1324014.00;1385;1668717.00
PI;220600;MARCOS PARENTE;472;412030;538;396728;684;501066.00;683;587611;670;680528.00;561;676392.00;621;752195.00
MG;313980;MAR DE ESPANHA;269;78962;473;253928;596;332662.00;493;355867;471;366552.00;402;362009.00;438;377433.00
PR;411460;MARECHAL CÂNDIDO RONDON;985;368915;1571;709893;1462;805432.00;1258;804469;1234;872140.00;1190;925647.00;860;773036.00
AL;270470;MARECHAL DEODORO;2828;2044123;4167;2578332;4919;3692284.00;4903;4323701;4689;5152428.00;5624;6095060.00;6258;7760370.00
ES;320334;MARECHAL FLORIANO;434;93946;548;249135;826;362775.00;741;440048;633;488014.00;790;543549.00;743;550608.00
AC;120035;MARECHAL THAUMATURGO;493;528135;594;550181;719;661772.00;1049;855258;1119;1415216.00;1101;1596910.00;1125;1678014.00
SC;421055;MAREMA;51;22620;69;31322;75;48910.00;66;50569;51;52028.00;69;64410.00;66;73710.00
PB;250910;MARI;1765;933001;2420;1560426;2771;2019786.00;3141;2612396;3296;3136950.00;3271;3624812.00;3014;3622322.00
MG;313990;MARIA DA FÉ;946;531179;1051;776788;1027;746374.00;985;742440;996;925164.00;1071;1121242.00;1086;1226668.00
PR;411470;MARIA HELENA;277;79871;373;190646;490;202177.00;448;224092;366;254478.00;365;273694.00;311;262635.00
PR;411480;MARIALVA;1041;513714;1459;722224;1371;848915.00;1207;836079;1160;907688.00;1701;1105330.00;1463;1196568.00
MG;314000;MARIANA;1835;910518;2939;1841810;3241;2390264.00;2908;2239194;2577;2484342.00;2470;2582840.00;2823;3164723.00
RS;431198;MARIANA PIMENTEL;190;65482;211;130981;232;117150.00;228;129691;157;141700.00;164;110987.00;182;133418.00
RS;431200;MARIANO MORO;50;15410;91;39030;68;49281.00;58;42992;56;45224.00;46;42000.00;44;42246.00
TO;171250;MARIANÓPOLIS DO TOCANTINS;275;242173;332;249922;360;291023.00;341;312421;333;362922.00;557;504379.00;562;716097.00
SP;352890;MARIÁPOLIS;219;64829;299;160560;324;194778.00;257;187920;202;197670.00;202;209906.00;204;175441.00
AL;270480;MARIBONDO;1138;813049;1457;1105531;2093;1492220.00;2305;1897432;2212;2360952.00;2331;2630533.00;2350;2790574.00
RJ;330270;MARICÁ;1605;1072740;3256;1595171;3548;2402663.00;3380;2678208;3098;3053440.00;5267;4214463.00;6088;5488526.00
MG;314010;MARILAC;399;211594;469;351862;543;401487.00;544;464246;514;542384.00;485;551150.00;529;625478.00
ES;320335;MARILÂNDIA;404;81219;609;313809;707;397837.00;639;410230;585;454030.00;782;639685.00;822;767171.00
PR;411490;MARILÂNDIA DO SUL;650;318090;803;481218;670;436153.00;621;380768;368;355268.00;455;359586.00;461;379701.00
PR;411500;MARILENA;343;70291;477;230309;495;319250.00;498;388160;445;395840.00;535;401521.00;592;606499.00
SP;352900;MARÍLIA;2867;1504690;3024;2252768;3224;2234766.00;5928;3495866;5173;5024252.00;5835;6027918.00;6786;7249344.00
PR;411510;MARILUZ;618;159918;1045;480013;1001;600541.00;851;604177;719;644262.00;759;696175.00;829;814562.00
PR;411520;MARINGÁ;5503;1561614;6673;3140595;6695;3294677.00;6006;3416018;4744;3674450.00;5635;4069136.00;5717;4591731.00
SP;352910;MARINÓPOLIS;77;35149;111;58896;143;82342.00;128;90584;123;92618.00;100;73925.00;107;88014.00
MG;314015;MÁRIO CAMPOS;420;186282;666;353712;637;439172.00;606;441163;572;478058.00;698;549291.00;634;571928.00
